City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
280,litayan,7.3358,124.0347,83.91200000000006,72,100,2.84,PH,1730032045
281,itoman,26.1247,127.6694,80.61800000000008,76,20,4.12,JP,1730032046
282,clearwater,27.9659,-82.8001,68.93600000000006,89,0,1.79,US,1730032048
283,lexington,37.9887,-84.4777,42.13399999999999,70,0,1.54,US,1730031902
284,nar'yan-mar,67.6713,53.087,33.674000000000014,87,30,3.48,RU,1730032050
285,rockland,41.1668,-74.0496,41.108,84,39,2.45,US,1730032051
286,las heras,-46.5419,-68.9359,51.40400000000005,37,56,10.02,AR,1730032052
287,lazaro cardenas,17.9583,-102.2,77.48600000000008,77,1,1.66,MX,1730032053
288,la sarre,48.8002,-79.1996,25.61000000000008,82,35,4.16,CA,1730032054
289,interlaken,36.9513,-121.7338,60.49400000000007,78,0,1.54,US,1730032055
290,kertih,4.5141,103.4483,77.09000000000002,94,93,1.54,MY,1730032056
291,zhanaozen,43.3,52.8,49.820000000000064,49,64,6.69,KZ,1730032057
292,pandan,14.0453,124.1694,79.808,84,100,5.41,PH,1730032060
293,antalaha,-14.9003,50.2788,82.70600000000003,66,47,3.88,MG,1730032061
294,laizhou,37.1717,119.9214,51.29600000000005,72,44,5.55,CN,1730032062
295,yeppoon,-23.1333,150.7333,71.942,71,2,6.46,AU,1730032063
296,choibalsan,48.0667,114.5,40.33399999999999,50,15,2.89,MN,1730032064
297,fruita,39.1589,-108.729,53.924000000000014,37,0,3.09,US,1730032065
298,fort morgan,40.2503,-103.8,36.248000000000026,87,0,5.66,US,1730031817
299,sandviken,60.6167,16.7667,50.57600000000009,100,100,5.53,SE,1730032067
300,arraial do cabo,-22.9661,-42.0278,73.25600000000003,73,75,5.66,BR,1730032069
301,priargunsk,50.3691,119.1012,29.82200000000004,87,3,1.97,RU,1730032070
302,shitanjing,39.2342,106.3439,49.56800000000008,49,35,1.59,CN,1730032071
303,thompson,55.7435,-97.8558,17.762000000000057,93,40,1.54,CA,1730032072
304,la passe,45.5549,-0.8967,61.66400000000003,75,100,2.96,FR,1730032073
305,sarigerme,36.7155,28.7044,76.51400000000004,41,0,4.12,TR,1730032074
306,geraldton,-28.7667,114.6,68.41400000000003,73,0,7.2,AU,1730031784
307,mejit,10.2753,170.8646,83.53399999999999,75,99,4.54,MH,1730032076
308,krasnozerskoye,53.9828,79.2374,41.9,76,100,6.41,RU,1730032077
309,klyuchi,52.2667,79.1667,45.57200000000004,60,75,2.95,RU,1730032079
310,nadi,-17.8,177.4167,75.2,88,20,2.06,FJ,1730032080
311,enewetak,11.3474,162.3373,84.07400000000001,78,39,4.08,MH,1730032081
312,mount pearl,47.5166,-52.7813,51.72800000000007,88,40,5.66,CA,1730032082
313,inhambane,-23.865,35.3833,85.98200000000001,74,20,11.32,MZ,1730032083
314,bloemfontein,-29.1211,26.214,69.27800000000006,24,0,8.23,ZA,1730032084
315,kuanda,56.3161,116.0806,22.22600000000009,94,98,0.47,RU,1730032085
316,el tigre,8.8875,-64.2454,76.80200000000008,84,92,4.85,VE,1730032086
317,burang,30.25,81.1667,48.938000000000045,48,0,2.37,CN,1730032087
318,sola,-13.8833,167.55,80.06000000000009,82,100,7.5,VU,1730031882
319,mulayjah,27.271,48.4242,84.39800000000002,20,18,5.92,SA,1730032090
320,korla,41.7597,86.1469,57.398000000000025,29,15,1.43,CN,1730032091
321,taltal,-25.4,-70.4833,61.484,72,36,1.22,CL,1730032092
322,novodvinsk,64.4165,40.8122,35.34800000000003,86,8,1.7,RU,1730032093
323,lisala,2.15,21.5167,90.44600000000004,51,89,0.67,CD,1730032094
324,acajutla,13.5928,-89.8275,80.13200000000002,68,35,2.55,SV,1730032095
325,mahibadhoo,3.7833,72.9667,83.3,71,88,6.11,MV,1730032096
326,koundara,12.4833,-13.3,89.942,54,41,1.65,GN,1730032097
327,navia,43.5354,-6.7194,61.268000000000086,68,90,1.98,ES,1730032098
328,nishinoomote,30.7333,131.0,77.09000000000002,83,61,0.09,JP,1730032099
329,damaturu,11.747,11.9608,92.60600000000002,15,64,4.46,NG,1730032102
330,palmer,42.1584,-72.3287,37.25600000000003,79,0,0.0,US,1730031935
331,gornyy,55.1153,83.9059,41.66600000000001,86,96,7.1,RU,1730032104
332,buenavista del norte,28.3746,-16.861,71.52800000000006,65,28,6.96,ES,1730032105
333,cupira,-8.6167,-35.95,83.80400000000006,50,47,5.32,BR,1730032106
334,guerrero negro,27.9769,-114.0611,64.47200000000004,88,100,3.19,MX,1730032107
335,nampula,-15.1165,39.2666,93.14600000000004,33,40,4.12,MZ,1730032039
336,hunucma,21.0167,-89.8667,77.09000000000002,89,100,1.32,MX,1730032109
337,toamasina,-18.1667,49.3833,82.4,78,40,4.12,MG,1730032110
338,prieska,-29.6641,22.7474,61.592,31,97,12.62,ZA,1730032111
339,kruisfontein,-34.0033,24.7314,66.97400000000002,47,54,3.81,ZA,1730032113
340,weyburn,49.6668,-103.8511,30.416000000000007,93,23,3.6,CA,1730032114
341,annau,37.8876,58.516,51.29600000000005,93,100,5.14,TM,1730032115
342,rongelap,11.1635,166.8941,83.21000000000008,76,46,3.22,MH,1730032116
343,savanna-la-mar,18.219,-78.1332,83.93000000000004,86,82,2.77,JM,1730032117
344,ulladulla,-35.35,150.4667,59.03600000000007,63,41,2.29,AU,1730032118
345,idri,27.5,13.2667,84.434,16,7,7.47,LY,1730032119
346,shimokizukuri,40.8061,140.3861,56.516000000000005,92,100,1.21,JP,1730032120
347,juye,35.3947,116.0883,59.93600000000007,61,71,3.39,CN,1730032121
348,ormara,25.2088,64.6357,83.44400000000007,72,8,8.09,PK,1730032122
349,mezhdurechenskiy,59.6,65.9333,37.13000000000004,79,99,1.7,RU,1730032123
350,champerico,14.3,-91.9167,78.458,82,56,2.01,GT,1730032124
351,jabor,5.921,169.6434,83.58800000000005,72,14,2.77,MH,1730032126
352,belmopan,17.25,-88.7667,72.69800000000002,100,99,0.68,BZ,1730032127
353,kapa'a,22.0752,-159.319,77.32400000000001,93,20,5.14,US,1730032128
354,yorkton,51.2167,-102.4677,31.838000000000044,74,100,3.09,CA,1730032129
355,nueva guinea,11.6876,-84.4562,73.02200000000003,99,100,5.48,NI,1730032130
356,kawambwa,-9.7915,29.0791,82.63399999999999,43,96,4.74,ZM,1730032131
357,san isidro de curuguaty,-24.5167,-55.7,74.60600000000002,39,97,1.96,PY,1730032132
358,sligo,54.2697,-8.4694,48.128000000000064,93,100,6.17,IE,1730032134
359,williamson,30.6502,-97.6003,68.792,84,0,0.0,US,1730032136
360,huinan,42.6225,126.2614,37.85,69,99,1.44,CN,1730032137
361,cabo san lucas,22.8909,-109.9124,76.74800000000002,71,1,1.93,MX,1730032138
362,eyl,7.9803,49.8164,84.27200000000003,63,51,5.69,SO,1730032139
363,gitarama,-2.0744,29.7567,72.842,57,93,2.47,RW,1730032141
364,khobar,26.2794,50.2083,84.34400000000008,45,0,10.29,SA,1730032142
365,hell-ville,-13.4,48.2667,91.27400000000002,77,40,4.12,MG,1730032144
366,porto cristo,39.5395,3.333,67.46000000000008,67,68,6.38,ES,1730032145
367,barcelos,41.5388,-8.6151,63.248000000000026,61,2,1.61,PT,1730032146
368,tobelo,1.7284,128.0095,81.86000000000008,76,24,2.38,ID,1730032147
369,ashmyany,54.425,25.9378,54.30200000000008,67,0,2.53,BY,1730032148
370,mamers,48.3333,0.25,56.87600000000009,88,100,2.79,FR,1730032149
371,richards bay,-28.783,32.0377,80.72600000000008,65,96,10.33,ZA,1730032150
372,sisimiut,66.9395,-53.6735,18.55400000000005,56,63,6.21,GL,1730032151
373,maumelle,34.8668,-92.4043,58.15400000000005,82,71,2.2,US,1730032152
374,muslyumovo,55.3033,53.1947,39.36200000000006,66,100,1.47,RU,1730032153
375,smithers,54.7804,-127.1743,35.924000000000014,100,100,1.03,CA,1730032154
376,onega,63.9061,38.1404,39.542,82,5,2.28,RU,1730032156
377,laojunmiao,39.8333,97.7333,48.92000000000006,27,100,0.87,CN,1730032157
378,glazunovka,52.4986,36.3275,51.60200000000008,53,32,3.5,RU,1730032158
379,huruta,8.15,39.35,69.65600000000003,63,76,6.37,ET,1730032159
380,natal,-5.795,-35.2094,83.04800000000003,74,75,7.2,BR,1730031918
381,xuddur,4.1213,43.8894,86.18000000000004,52,90,4.13,SO,1730032161
382,latnaya,51.6586,38.9011,48.092,58,99,3.47,RU,1730032162
383,malindi,-3.2175,40.1191,84.36200000000005,70,75,6.17,KE,1730032163
384,zhangye,38.9342,100.4517,55.67000000000006,19,32,3.38,CN,1730032164
385,pechora,65.1472,57.2244,33.96200000000006,99,100,1.59,RU,1730031903
386,revelstoke,50.9832,-118.2023,41.018000000000086,100,100,1.54,CA,1730032168
387,nikolayevsk-on-amure,53.1406,140.73,23.288000000000046,86,7,1.39,RU,1730032169
388,saint-joseph,-21.3667,55.6167,79.17800000000007,82,54,1.99,RE,1730032170
389,bikenibeu village,1.3673,173.1241,76.96400000000003,94,20,2.57,KI,1730032171
390,uturoa,-16.7333,-151.4333,77.39600000000004,73,98,8.29,PF,1730032174
391,elliot,-31.3333,27.85,68.14400000000008,25,81,10.2,ZA,1730032175
392,arua,3.0201,30.9111,79.05200000000008,60,62,2.71,UG,1730032176
393,port lincoln,-34.7333,135.8667,56.570000000000064,76,12,6.18,AU,1730032177
394,bozkurt,41.9577,34.0109,61.37600000000009,66,0,5.31,TR,1730032178
395,nacozari viejo,30.4,-109.65,61.12400000000001,44,2,1.11,MX,1730032179
396,zhelezinka,53.54,75.3072,44.6,63,100,2.12,KZ,1730032180
397,ghadamis,30.1337,9.5007,86.108,18,61,2.86,LY,1730032181
398,haiku-pauwela,20.9219,-156.3051,75.03800000000004,86,40,8.23,US,1730032182
399,alotau,-10.3069,150.4462,75.7760000000001,93,83,0.95,PG,1730032183
400,port blair,11.6667,92.75,81.80600000000003,75,24,4.29,IN,1730032184
401,clovis,36.8252,-119.7029,60.8,66,75,2.57,US,1730032186
402,saint-francois,46.4154,3.9054,69.674,62,0,3.09,FR,1730032187
403,saint-pierre,-21.3393,55.4781,80.2760000000001,74,0,3.09,RE,1730032188
404,blythe,33.6103,-114.5964,64.85,19,0,0.0,US,1730032117
405,pointe-noire,-4.7761,11.8635,84.27200000000003,70,40,6.17,CG,1730032190
406,white river,-25.3318,31.0117,85.15400000000005,48,77,4.63,ZA,1730032191
407,tocopilla,-22.092,-70.1979,68.25200000000008,60,99,4.41,CL,1730032192
408,dawukou,39.0419,106.3958,53.13200000000002,54,50,1.1,CN,1730032193
409,xai-xai,-25.0519,33.6442,97.82600000000008,31,66,4.77,MZ,1730032194
410,cadale,2.7603,46.3222,82.47200000000004,72,91,4.89,SO,1730032195
411,lerwick,60.1545,-1.1494,49.082000000000015,73,57,11.06,GB,1730032196
412,ichinohe,40.2069,141.3017,54.662000000000056,96,100,1.16,JP,1730032198
413,aitape,-3.1374,142.3475,79.23200000000001,86,51,3.1,PG,1730032199
414,changtu,42.7788,124.0955,38.15600000000003,72,0,1.86,CN,1730032200
415,port hueneme,34.1478,-119.1951,64.958,87,100,0.0,US,1730032201
416,forecariah,9.4306,-13.0881,90.19400000000007,59,91,1.39,GN,1730032202
417,sao tome,0.3365,6.7273,80.83399999999999,82,91,4.08,ST,1730032203
418,guider,9.9342,13.9486,95.16200000000006,17,82,3.38,CM,1730032204
419,dapaong,10.8639,0.205,92.31800000000008,32,11,2.54,TG,1730032205
420,bakchar,57.0186,82.0711,37.94000000000002,98,100,3.1,RU,1730032206
421,palikir - national government center,6.9248,158.1611,77.73800000000004,94,75,2.06,FM,1730032207
422,kadnikov,59.5022,40.338,41.75600000000003,82,21,1.08,RU,1730032208
423,cockburn town,21.4612,-71.1419,82.50800000000001,75,27,10.14,TC,1730032210
424,anantapur,14.6833,77.6,81.64400000000008,46,20,2.31,IN,1730032211
425,tega cay,35.0243,-81.0278,57.97400000000001,87,100,3.09,US,1730032212
426,plettenberg bay,-34.0527,23.3716,66.99199999999999,47,96,1.36,ZA,1730032213
427,gabu,12.2833,-14.2167,92.49800000000002,48,44,1.2,GW,1730032214
428,nantucket,41.2835,-70.0995,48.30800000000001,37,0,7.2,US,1730032215
429,iwanai,42.9744,140.5089,51.31400000000004,93,100,1.36,JP,1730032216
430,dwarka,22.2394,68.9678,84.97400000000002,69,6,3.88,IN,1730032218
431,berdigestyakh,62.0989,126.6992,-10.983999999999938,100,95,0.77,RU,1730032220
432,costa rica,-23.4167,-54.65,77.18000000000004,43,100,2.26,BR,1730032221
433,manado,1.487,124.8455,75.97400000000002,94,20,0.51,ID,1730032222
434,esmeraldas,-19.7625,-44.3139,75.72200000000004,73,93,5.35,BR,1730032223
435,ola,59.5833,151.2833,17.78000000000004,53,100,6.23,RU,1730032224
436,regina,50.4501,-104.6178,31.982000000000017,80,0,5.66,CA,1730031738
437,bolobo,-2.1667,16.2333,88.61000000000008,54,44,1.07,CD,1730032226
438,castillos,-34.1667,-53.8333,65.21000000000008,52,0,1.61,UY,1730032227
439,aleksandrovsk-sakhalinskiy,50.8975,142.1561,34.25,58,98,1.89,RU,1730032228
440,mudanjiang,44.5833,129.6,33.15200000000008,85,11,1.48,CN,1730032229
441,achinsk,56.2694,90.4993,41.21600000000001,97,100,3.29,RU,1730032230
442,chake chake,-5.2459,39.7666,84.93800000000005,65,100,3.75,TZ,1730032232
443,parry sound,45.3501,-80.033,46.45400000000005,61,69,3.85,CA,1730032234
444,kuytun,54.3419,101.5036,36.19400000000008,89,100,1.69,RU,1730032235
445,apolinario saravia,-24.4328,-63.9954,77.07200000000003,24,6,3.74,AR,1730032236
446,ocean city,39.2776,-74.5746,44.00600000000003,70,14,4.02,US,1730032237
447,chamical,-30.36,-66.314,69.47600000000008,38,0,4.91,AR,1730032238
448,caleta olivia,-46.4393,-67.5281,58.38800000000005,34,58,10.28,AR,1730032239
449,wakkanai,45.4094,141.6739,44.29400000000008,86,100,4.95,JP,1730032241
450,tofol,5.3248,163.0078,84.50600000000003,69,21,2.83,FM,1730032242
451,lompoc,34.6391,-120.4579,54.01400000000003,98,0,3.6,US,1730032243
452,shahba,32.8551,36.629,72.30200000000008,29,12,2.73,SY,1730032244
453,maputo,-25.9653,32.5892,89.2760000000001,81,75,6.69,MZ,1730032246
454,concepcion del oro,24.6333,-101.4167,46.16600000000001,85,0,0.77,MX,1730032247
455,oyama,36.3,139.8,69.71000000000008,81,100,0.93,JP,1730032248
456,valle de banderas,20.8,-105.2333,77.61200000000005,88,0,1.03,MX,1730032250
457,harstad,68.799,16.5293,46.148000000000025,97,100,7.6,NO,1730032251
458,ad dilam,23.9915,47.1627,86.70200000000008,28,0,2.46,SA,1730032252
459,san martin,-33.081,-68.4681,69.15200000000007,36,0,1.29,AR,1730032253
460,misratah,32.3754,15.0925,77.41400000000003,45,0,7.41,LY,1730032254
461,tindouf,27.6711,-8.1474,77.45,31,0,3.6,DZ,1730032255
462,macara,-4.3833,-79.95,76.78399999999999,61,1,1.11,EC,1730032256
463,kulhudhuffushi,6.6221,73.07,82.58000000000004,80,100,7.09,MV,1730032257
464,hilo,19.7297,-155.09,72.10400000000006,99,100,0.0,US,1730032251
465,yankton,42.8711,-97.3973,49.11800000000009,49,0,5.14,US,1730032013
466,yuanlin,30.4151,112.8859,65.71400000000003,54,100,2.4,CN,1730032260
467,edeia,-17.3383,-49.9314,83.984,61,99,0.53,BR,1730032263
468,sao joao da barra,-21.6403,-41.0511,71.69000000000003,81,100,7.62,BR,1730032264
469,sokolka,53.4072,23.5023,59.95400000000005,51,0,2.45,PL,1730032266
470,nova vicosa,-17.8919,-39.3719,86.50400000000005,53,85,4.27,BR,1730032267
471,mugumu,-1.85,34.7,88.016,25,98,0.58,TZ,1730032269
472,pahrump,36.2083,-115.9839,67.316,16,93,3.25,US,1730032270
473,altamont,42.2068,-121.7372,49.83800000000005,79,75,4.63,US,1730032271
474,igarka,67.4667,86.5833,5.504000000000055,97,100,2.84,RU,1730032272
475,orchard homes,46.8633,-114.0484,41.59400000000007,71,99,3.13,US,1730032273
476,eforie sud,44.0229,28.6494,60.94400000000008,65,0,4.87,RO,1730032274
477,shevchenko,48.5,35.0,58.748000000000026,49,60,3.62,UA,1730032276
478,hatsukaichi,34.35,132.3333,71.54600000000005,86,100,2.78,JP,1730032277
479,san pedro pochutla,15.7333,-96.4667,76.71200000000006,76,17,1.31,MX,1730032278
480,calderitas,18.55,-88.25,75.308,100,100,2.57,MX,1730032279
481,fort irwin,35.2627,-116.6848,49.53200000000002,20,0,0.0,US,1730032280
482,al jawf,29.5,38.75,78.62000000000006,37,0,3.99,SA,1730032281
483,varva,50.495,32.7197,55.4,53,36,3.62,UA,1730032282
484,akureyri,65.6835,-18.0878,28.328000000000067,80,75,2.06,IS,1730032283
485,kalamata,37.0389,22.1142,75.11000000000008,60,20,3.6,GR,1730032284
486,n'zeto,-7.2312,12.8666,79.34000000000002,79,100,5.46,AO,1730032285
487,anna regina,7.2644,-58.5077,82.31000000000009,86,30,4.84,GY,1730032286
488,laghouat,33.8,2.8651,71.97800000000007,40,92,5.32,DZ,1730032288
489,manchar,19.0,73.9333,75.50600000000003,65,84,3.47,IN,1730032289
490,kirakira,-10.4544,161.9205,79.86200000000005,87,100,3.93,SB,1730032290
491,callao,-12.0667,-77.15,64.72400000000002,82,100,4.12,PE,1730032291
492,peace river,56.2501,-117.286,31.658000000000005,95,100,1.54,CA,1730032292
493,montepuez,-13.1256,38.9997,96.116,22,89,2.99,MZ,1730032293
494,prado,-17.3411,-39.2208,84.308,57,100,5.73,BR,1730032294
495,fernie,49.5,-115.0687,41.68399999999999,90,100,1.56,CA,1730032295
496,puerto aysen,-45.4,-72.7,49.964000000000034,82,58,3.21,CL,1730032296
497,nioki,-2.7167,17.6833,94.74800000000002,38,76,0.4,CD,1730032297
498,shijiazhuang,38.0414,114.4786,59.108,33,63,1.77,CN,1730032298
499,oamaru,-45.0784,170.9801,46.38200000000002,90,63,2.9,NZ,1730032301
500,kem',64.9555,34.5793,38.03000000000005,81,86,3.83,RU,1730032302
501,outjo,-20.1167,16.15,88.17800000000007,5,0,10.42,,1730032303
502,kerrville,30.0474,-99.1403,63.53600000000007,89,0,0.0,US,1730032304
503,kiunga,-6.1219,141.2906,74.35400000000006,99,99,2.0,PG,1730032305
504,kifri,34.6959,44.9661,77.72000000000006,12,0,5.15,IQ,1730032306
505,bamyan,34.75,67.25,50.55800000000001,37,100,3.45,AF,1730032307
506,reggane,26.7158,0.1714,90.51800000000009,16,100,3.78,DZ,1730032308
507,newman,37.3138,-121.0208,60.20600000000003,64,100,1.21,US,1730032309
508,bereeda,11.8704,51.0579,82.43600000000006,70,31,5.31,SO,1730032311
509,shubarkuduk,49.1447,56.4872,41.05400000000005,65,100,4.96,KZ,1730032312
510,uvinza,-5.1036,30.3911,79.12400000000001,62,99,2.0,TZ,1730032313
511,karratha,-20.7377,116.8463,84.97400000000002,40,0,7.14,AU,1730032314
512,manakara,-22.1333,48.0167,80.25800000000001,76,0,5.9,MG,1730032315
513,chabahar,25.2919,60.643,84.39800000000002,77,3,7.16,IR,1730032316
514,koz'modem'yansk,56.3367,46.5711,42.49400000000007,86,100,2.15,RU,1730032318
515,vernon,50.2581,-119.2691,47.75,92,100,1.03,CA,1730032136
516,east london,-33.0153,27.9116,67.13600000000007,68,20,8.75,ZA,1730032320
517,guatire,10.4762,-66.5427,81.62600000000009,70,10,1.35,VE,1730032321
518,bodo,67.28,14.405,44.63600000000007,89,75,7.2,NO,1730032323
519,alofi,-19.0595,-169.9187,73.292,94,100,4.63,NU,1730032324
520,mata-utu,-13.2816,-176.1745,81.33800000000005,79,37,7.74,WF,1730032325
521,emerald,-23.5333,148.1667,72.33800000000005,56,4,10.75,AU,1730032326
522,dryden,49.7833,-92.7503,34.088000000000044,86,75,4.63,CA,1730032327
523,valparaiso,-33.0393,-71.6273,53.83399999999999,93,100,1.54,CL,1730032328
524,qamdo,31.1667,97.2333,41.68399999999999,33,100,2.22,CN,1730032329
525,ban phru nai,7.9333,98.5833,83.984,78,51,7.69,TH,1730032330
526,claiborne,32.516,-92.1918,64.11200000000005,88,75,0.0,US,1730032331
527,wuxi,31.5689,120.2886,62.34800000000003,81,100,3.48,CN,1730032201
528,kayyerkan,69.3786,87.7439,8.132000000000016,91,100,3.06,RU,1730032333
529,burlington,39.8835,-74.6413,43.97000000000006,78,0,2.57,US,1730032334
530,zeya,53.75,127.2667,23.07200000000004,96,97,1.12,RU,1730032337
531,kosmach,48.7509,24.3673,67.62200000000004,47,5,0.26,UA,1730032338
532,sumbawa besar,-8.5,117.4333,77.95400000000005,81,2,0.45,ID,1730032339
533,victoria falls,-17.9235,25.843,100.23800000000004,16,75,4.42,ZW,1730032340
534,sandnessjoen,66.0217,12.6316,45.932000000000016,86,100,11.25,NO,1730032341
535,cambria,35.5641,-121.0808,58.04600000000005,82,100,1.07,US,1730032342
536,st. john's,47.5649,-52.7093,53.27600000000009,89,40,5.66,CA,1730032344
537,sinabang,2.4803,96.3801,80.72600000000008,80,95,1.83,ID,1730032345
538,cole harbour,44.6724,-63.4751,42.27800000000006,72,5,5.66,CA,1730032346
539,tabora,-5.0167,32.8,78.63800000000005,51,98,3.52,TZ,1730032347
540,vila velha,-20.3297,-40.2925,76.94600000000005,94,75,0.51,BR,1730032348
541,cu chi,10.9667,106.4667,81.06800000000008,96,100,1.91,VN,1730032349
542,ouesso,1.6136,16.0517,91.13000000000004,48,61,1.61,CG,1730032350
543,dourbali,11.8091,15.8632,96.04400000000008,13,100,3.66,TD,1730032351
544,sbikha,35.9333,10.0208,79.05200000000008,51,100,4.96,TN,1730032352
545,petawawa,45.9001,-77.3328,36.788000000000046,76,97,0.45,CA,1730032353
546,kolonia town,6.964,158.206,78.8,94,75,2.06,FM,1730032354
547,aykhal,66.0,111.5,6.332000000000015,97,100,2.65,RU,1730032356
548,union hidalgo,16.4723,-94.8295,75.95600000000003,76,84,10.62,MX,1730032357
549,tarawa,1.419,172.984,77.09000000000002,94,20,2.57,KI,1730032358
550,nova sintra,14.8667,-24.7167,80.85200000000007,77,43,11.43,CV,1730032359
551,prince rupert,54.3161,-130.3201,47.89400000000008,75,100,8.23,CA,1730032360
552,sakakah,29.9697,40.2064,78.36800000000008,43,2,4.53,SA,1730032361
553,swan hill,-35.3378,143.5544,61.80800000000001,61,53,5.44,AU,1730032362
554,wanning,18.8003,110.3967,76.67600000000009,92,19,4.52,CN,1730032363
555,morehead city,34.7229,-76.726,63.98600000000007,79,100,4.92,US,1730032364
556,kirensk,57.7853,108.1119,34.088000000000044,99,100,2.1,RU,1730032365
557,padang,-0.9492,100.3543,80.65400000000005,79,6,0.82,ID,1730032111
558,minab,27.1467,57.0801,88.32200000000003,54,1,3.74,IR,1730032368
559,ust-tsilma,65.441,52.1498,33.36800000000009,93,14,1.63,RU,1730032370
560,nagqu,31.5,92.0,32.81000000000008,21,0,2.51,CN,1730032371
561,aldinga beach,-35.2793,138.4604,56.642,84,100,3.52,AU,1730032372
562,port-vila,-17.7338,168.3219,76.60400000000006,94,40,3.09,VU,1730032373
